management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,sic
3.2222223,4,3.4000001,2.3333333,8.3663702,,10,Dispersed Shareholders,US,1,0,60,5,Canada,34
2.8333333,3.2,3,2.1666667,4.9416423,,4,Private Individuals,,0,0,17,0,Canada,23
3.3333333,3.2,3.5999999,3.5,6.8023949,,2,Private Individuals,,0,0,50,8,Canada,37
3.3333333,3.5999999,3,3.3333333,7.3132205,,3,"Family owned, family CEO",,0,0,0,0,Canada,20
2.3888888,2,2,2.6666667,5.2983174,,10,Private Individuals,Canada,0,1,71,2,Canada,24
4.1111112,4.4000001,4.5999999,3.5,7.7832241,,3,Private Individuals,Canada,0,1,70,10,Canada,32
2.3333333,2.4000001,2.4000001,2.5,5.2729998,,4,Private Individuals,Germany,1,0,17,4,Canada,32
2.5,2.4000001,2.8,2.8333333,5.1357985,,10,Private Individuals,,0,0,50,10,Canada,30
3,2.8,3.5999999,2.4000001,4.7004805,,6,Private Individuals,,0,0,,5,Canada,34
2.8333333,3.2,2.5999999,2.5,5.1357985,,10,Founder,,0,0,0,1,Canada,24
3.5555556,3.8,3.5999999,3.3333333,5.2983174,,2,Dispersed Shareholders,Canada,0,1,66,5,Canada,26
2.9444444,3.5999999,2.2,2.6666667,5.2983174,,5,Private Individuals,US,1,0,47,0,Canada,24
2.6666667,3.4000001,1.8,2.3333333,7.3132205,,,Private Individuals,,0,0,25,0,Canada,20
4.1111112,4,3.5999999,4.5,5.9914646,,3,Private Equity,,0,0,12,0,Canada,32
2.9411764,3.4000001,2.5999999,3.2,5.1647859,,,Private Individuals,US,1,0,25,0,Canada,20
2.5555556,2.5999999,2.2,2.6666667,4.7874918,,10,Founder,,0,0,0,0,Canada,23
2.1666667,3,1.4,2.5,5.4161005,,10,Founder,Canada,0,1,33,5,Canada,27
3.6111112,3.8,3.4000001,3.8333333,4.6051702,,10,Dispersed Shareholders,US,1,0,100,4,Canada,20
3.7777777,3.5999999,4,4,6.2146082,,10,"Family owned, family CEO",,0,0,20,1,Canada,24
3.6111112,4.1999998,3.5999999,3,5.7037826,,2,Dispersed Shareholders,Switzerland,1,0,100,2,Canada,20
3.0555556,3.8,2.8,2.8333333,7.4679422,,10,Private Individuals,Canada,0,1,36,3,Canada,26
2.8888888,3.2,2.5999999,2.6666667,5.521461,,,Dispersed Shareholders,,0,0,60,50,Canada,29
3.8888888,4.1999998,3.8,3.5,4.7874918,1,7,Dispersed Shareholders,Brazil,1,0,100,20,Chile,34
4.1666665,4.5999999,4.1999998,3.8333333,6.3969297,5,10,Dispersed Shareholders,,0,0,100,15,Chile,33
2.3333333,2.8,2.2,2,5.521461,100,10,Founder,,0,0,100,1,Chile,20
2.5555556,2.8,2.2,2.8333333,4.7874918,50,4,"Family owned, family CEO",,0,0,100,10,Chile,37
2.1666667,2.4000001,2,2.5,4.7874918,40,4,"Family owned, family CEO",,0,0,100,50,Chile,37
2.0555556,2.2,2.2,2.1666667,4.8675346,90,10,Founder,,0,0,0,0,Chile,20
3.0555556,3.5999999,2.8,2.8333333,5.6347895,60,4,Dispersed Shareholders,Sweden,1,0,100,15,Chile,24
2.0555556,2.4000001,1.8,1.8333334,5.0106354,0,10,Dispersed Shareholders,,0,0,100,3,Chile,20
2.1666667,2.2,2.2,2.5,5.2983174,0,2,Private Individuals,,0,0,0,4,Chile,20
3.2777777,4,3.2,2.6666667,5.0106354,25,3,Dispersed Shareholders,,0,0,100,23,Chile,37
3.1666667,3.5999999,3.2,2.8333333,5.521461,0,10,"Family owned, family CEO",,0,0,100,6,Chile,99
1.9444444,2.5999999,1.2,1.8333334,5.3936276,30,3,"Family owned, external CEO",,0,0,100,2,Chile,22
2.6111112,3,2.4000001,2.5,5.3936276,95,2,Dispersed Shareholders,,0,0,100,8,Chile,20
1.8333334,2.4000001,1.4,2,5.3706379,40,10,Private Individuals,,0,0,67,5,Chile,24
2.9444444,3.8,2.5999999,2.6666667,5.2983174,0,10,"Family owned, family CEO",,0,0,62,3,Chile,24
2,2.4000001,1.8,1.6666666,5.0106354,15,10,"Family owned, family CEO",,0,0,33,4,Chile,33
2.2777777,2.4000001,2,2.1666667,5.857933,0,10,Dispersed Shareholders,,0,0,100,2,Chile,20
2.7222223,3.2,2.5999999,2.5,4.7004805,0,3,Dispersed Shareholders,,0,0,75,2,Chile,34
2.5,3,2,2.3333333,4.7004805,0,3,Private Individuals,,0,0,75,2,Chile,34
2.2222223,2,3,2.1666667,4.6051702,90,10,"Family owned, family CEO",,0,0,,2,Chile,20
2.2777777,2.5999999,1.8,2.8333333,4.8675346,1,5,"Family owned, family CEO",,0,0,100,10,Chile,28
1.8888888,2,1.6,1.6666666,5.1059456,,5,Founder,,0,0,70,6,Chile,20
2.8333333,3.2,3.2,2,7.5283318,,8,Private Individuals,Chile,0,1,100,5,Chile,20
3.1111112,3,3.4000001,2.8333333,4.6539602,0,10,Dispersed Shareholders,,0,0,100,15,Chile,33
3.5,4,3.5999999,3,5.480639,85,10,Founder,,0,0,100,25,Chile,20
2.7222223,3.5999999,2.2,2.3333333,7.377759,4,10,Private Individuals,,0,0,100,,Chile,20
2.8333333,3.2,2.5999999,2.8333333,7.377759,5,3,Private Individuals,,0,0,100,1,Chile,20
1.9444444,2.5999999,1.8,1.8333334,5.7990928,100,10,Dispersed Shareholders,,0,0,100,1,Chile,20
2.7222223,3.2,2.4000001,2.5,5.6347895,15,10,Founder,,0,0,33,40,Chile,25
2.8333333,3.4000001,2.8,2.5,5.6347895,15,10,Founder,,0,0,33,30,Chile,25
2.3888888,2.4000001,2.5999999,2.1666667,5.0106354,90,6,Founder,,0,0,100,10,Chile,20
3.2777777,4,3.2,2.8333333,7.377759,0,5,Private Individuals,,0,0,100,10,Chile,36
2.7777777,3,2.8,2.5,7.0030656,40,10,Private Individuals,Netherlands,1,0,100,8,Chile,20
2.7222223,2.5999999,2.5999999,2.8333333,4.8675346,0,9,Private Individuals,,0,0,100,25,Chile,35
2.5,2.4000001,2.8,2.5,5.2983174,50,10,Private Individuals,,0,0,100,10,Chile,20
3.3333333,4,3.2,3,5.857933,0,4,Private Individuals,Peru,1,0,100,15,Chile,32
2.7222223,3.2,2.8,2.3333333,7.6009026,40,10,Dispersed Shareholders,,0,0,100,20,Chile,20
2.8888888,2.8,3,2.8333333,6.3969297,30,10,Private Individuals,Chile,0,1,100,30,Chile,35
4.1666665,4,4,4.5,6.9206715,4,10,Dispersed Shareholders,UK,1,0,100,20,Chile,21
2.8333333,3.2,2.8,2.3333333,5.2983174,,2,Dispersed Shareholders,US,1,0,100,30,Chile,33
3.5555556,3.8,3.5999999,3.1666667,5.2983174,30,1,Dispersed Shareholders,US,1,0,100,10,Chile,33
3.9444444,4.4000001,4,3.5,6.9077554,5,3,Dispersed Shareholders,,0,0,100,5,Chile,32
2.9444444,3.4000001,2.5999999,2.6666667,7.0732698,70,10,Private Individuals,Chile,0,1,80,6,Chile,20
2.7222223,3,3,2.1666667,7.0900769,17,10,Dispersed Shareholders,Chile,0,1,100,10,Chile,36
3.0555556,3.2,3,3,7.3132205,30,5,Dispersed Shareholders,Chile,0,1,100,30,Chile,28
2.3333333,2.2,3.4000001,1.5,7.0030656,20,4,Dispersed Shareholders,Chile,0,1,100,20,Chile,28
3.1666667,3.5999999,2.8,3.3333333,5.7397928,0,5,Private Individuals,,0,0,100,10,Chile,28
3.4444444,3.8,3,3.5,4.9416423,45,4,Dispersed Shareholders,Chile,0,1,100,40,Chile,20
3,3.5999999,3.2,2.1666667,5.857933,75,1,Private Individuals,Chile,0,1,100,17,Chile,26
3.8333333,4.1999998,3.8,3.6666667,5.521461,0,1,Dispersed Shareholders,US,1,0,100,15,Chile,20
3.5,4,3.4000001,3,5.0106354,0,3,Dispersed Shareholders,US,1,0,100,10,Chile,20
3.0555556,3,3.5999999,2.6666667,6.5510802,99,3,Other,Chile,0,1,100,5,Chile,20
2.9444444,3.2,2.5999999,3.1666667,5.7037826,40,5,"Family owned, family CEO",,0,0,100,5,Chile,24
3.5555556,3.8,3.5999999,3.3333333,6.5652652,0,3,Other,,0,0,100,0,Chile,25
3.1666667,3.8,2.8,3,6.5652652,0,4,Other,,0,0,100,1,Chile,25
2.8333333,2.8,3,2.8333333,6.2146082,99,4,Dispersed Shareholders,Chile,0,1,100,25,Chile,20
3.3888888,3.8,3.4000001,3,7.20786,35,3,Private Individuals,,0,0,100,12,Chile,20
3,3.4000001,2.2,3,5.521461,60,10,Dispersed Shareholders,Chile,0,1,100,5,Chile,36
3.1111112,3.8,3,2.6666667,7.8240461,0,3,Government,,0,0,100,25,Chile,29
3.3888888,4,3.4000001,3,7.3132205,30,2,Dispersed Shareholders,Switzerland,1,0,70,0,Chile,24
3.6111112,4.1999998,3.8,3,7.3132205,98,10,Dispersed Shareholders,Switzerland,1,0,100,4,Chile,24
3,3.5999999,2.5999999,2.6666667,5.480639,25,5,Private Individuals,,0,0,100,1,Chile,34
2.6666667,3.2,2.4000001,2.5,7.495542,100,7,Private Individuals,Chile,0,1,100,20,Chile,20
3.3333333,4.1999998,3,2.8333333,7.495542,0,7,Other,New Zealand,1,0,90,,Chile,20
3.3888888,3.4000001,3.4000001,3.3333333,6.2146082,98,2,"Family owned, external CEO",,0,0,100,50,Chile,20
3.6111112,3.8,3.5999999,3.1666667,7.377759,30,4,Dispersed Shareholders,,0,0,100,1,Chile,32
3.2222223,3.5999999,3.4000001,2.6666667,7.377759,0,3,Dispersed Shareholders,,0,0,100,25,Chile,32
2.6666667,3.4000001,2.8,2.1666667,6.9837899,100,3,Government,,0,0,100,20,Chile,20
2.7222223,3,2.5999999,2.6666667,7.0030656,5,10,Dispersed Shareholders,,0,0,100,20,Chile,28
3.7222223,4,4.1999998,3.1666667,7.3132205,100,10,Dispersed Shareholders,UK,1,0,100,15,Chile,32
2.2222223,2,2.2,2.3333333,5.5606818,,10,Dispersed Shareholders,Germany,1,0,100,5,Chile,28
3.2222223,3.4000001,3.4000001,3,8.0063677,28,10,Government,,0,0,100,13,Chile,37
2.7777777,3.2,3,2.3333333,5.5984221,15,4,Government,,0,0,100,25,Chile,37
2.8888888,3.2,3,2.5,8.2160883,5,5,Government,,0,0,100,6,Chile,37
3.7222223,4.5999999,3.5999999,2.8333333,5.9914646,100,2,Dispersed Shareholders,France,1,0,100,0,Chile,37
2.5,3.2,1.6,2.6666667,4.8675346,90,10,Founder,,0,0,100,5,Chile,30
3.0555556,3.5999999,2.5999999,2.8333333,5.0106354,30,5,Other,France,1,0,66,30,Chile,35
4.1666665,4.5999999,3.8,4.1666665,6.2785215,1,1,Dispersed Shareholders,Brazil,1,0,100,25,Chile,33
4.1666665,4.5999999,3.8,4,6.2785215,0,1,Dispersed Shareholders,Brazil,1,0,100,30,Chile,33
2.6111112,3,2.2,2.5,6.6846118,5,10,"Family owned, family CEO",,0,0,100,5,Chile,31
2.9444444,3.5999999,2.2,2.8333333,6.6846118,9,10,"Family owned, family CEO",,0,0,100,2,Chile,31
1.6111112,1.8,1,2.1666667,4.6051702,0,2,"Family owned, family CEO",,0,0,100,0,Chile,33
2.6666667,3.4000001,2,2.5,5.768321,10,7,Dispersed Shareholders,Chile,0,1,100,3,Chile,35
3.3888888,4,3.2,3,5.3471074,3,3,Dispersed Shareholders,Japan,1,0,100,25,Chile,28
2.3888888,2.4000001,2.4000001,2.3333333,6.6200733,20,10,Dispersed Shareholders,Chile,0,1,100,10,Chile,22
3,3.8,2.8,2.8333333,6.9077554,6,10,"Family owned, family CEO",Chile,0,1,100,35,Chile,39
3.6666667,4.1999998,3.5999999,3.1666667,5.3936276,50,10,Other,Belgium,1,0,100,5,Chile,33
2.6111112,2.5999999,2,2.8333333,5.0106354,1,8,"Family owned, family CEO",,0,0,100,10,Chile,33
2.7777777,3,2.5999999,2.5,5.0106354,0,1,"Family owned, family CEO",,0,0,75,0,Chile,33
2.6111112,2.8,2.5999999,2.3333333,5.1929569,0,10,Dispersed Shareholders,Chile,0,1,100,5,Chile,20
2.8888888,3.4000001,2.8,2.5,5.1929569,0,10,Dispersed Shareholders,Chile,0,1,92,6,Chile,20
2.2777777,2.8,2,2,5.2983174,5,4,Founder,,0,0,100,20,Chile,28
2.9444444,3,3,3,6.1092477,0,1,"Family owned, family CEO",,0,0,80,10,Chile,32
3.5,3.5999999,3.5999999,3.5,5.857933,80,3,Other,Germany,1,0,100,20,Chile,28
3.6111112,4.1999998,3.4000001,3.6666667,4.7874918,18,2,"Family owned, family CEO",,0,0,100,10,Chile,32
4,4.1999998,4.4000001,3.3333333,6.1092477,70,4,Dispersed Shareholders,US,1,0,100,30,Chile,37
3.3888888,3.8,3.4000001,3,5.2983174,25,5,"Family owned, external CEO",Switzerland,1,0,100,15,Chile,28
1.6111112,1.8,1.6,1.6666666,4.7004805,,7,Dispersed Shareholders,US,1,0,3,30,Chile,28
3,3,3,3.1666667,5.521461,15,1,Other,,0,0,100,10,Chile,20
2.8333333,2.8,2.5999999,3,5.521461,10,1,Other,,0,0,100,27,Chile,20
2.6666667,2.4000001,3.2,2.3333333,4.7874918,0,10,Private Individuals,,0,0,80,10,Chile,28
2.7222223,2.8,2.5999999,2.8333333,4.7874918,0,5,Private Individuals,,0,0,85,10,Chile,28
2.8888888,3.4000001,2.8,2.5,5.5984221,100,4,Dispersed Shareholders,,0,0,100,2,Chile,24
3.1111112,4,3.2,2.5,7.4277387,80,10,Dispersed Shareholders,Canada,1,0,100,20,Chile,33
2.6111112,2.8,3,2,5.6903596,60,2,"Family owned, family CEO",Chile,0,1,90,10,Chile,35
2.8888888,2.8,2.8,3.1666667,6.2146082,70,5,"Family owned, family CEO",Chile,0,1,100,50,Chile,39
2.3333333,2.8,2.2,2.5,5.1059456,1,1,"Family owned, family CEO",,0,0,50,0,Chile,35
2.3333333,2.5999999,2.2,2.6666667,5.1059456,0,4,"Family owned, family CEO",,0,0,100,12,Chile,35
3.2777777,3.4000001,3.2,3.1666667,8.0063677,5,3,Founder,,0,0,100,1,Chile,20
2.0555556,1.6,2,2,5.8861041,,5,Private Individuals,,0,0,100,25,Chile,36
3.1666667,3.5999999,3,3,7.0900769,2,1,"Family owned, external CEO",,0,0,78,30,Chile,20
3.3333333,3.8,3.4000001,3.1666667,6.4216223,0,10,Private Individuals,Netherlands,1,0,100,25,Chile,20
4.3333335,4.4000001,4.1999998,4.3333335,8.2940493,1,1,Private Individuals,Netherlands,1,0,92,45,Chile,20
2.6111112,2.8,2.8,2.5,8.2940493,,1,"Family owned, family CEO",,0,0,100,5,Chile,20
2.8333333,3.4000001,3.2,2.1666667,6.4216223,0,10,"Family owned, family CEO",,0,0,70,,Chile,20
2.2222223,2.2,2.2,2.1666667,6.1092477,5,10,Private Individuals,,0,0,100,0,Chile,34
1.8333334,1.8,1.6,2.3333333,6.1092477,5,10,Private Individuals,,0,0,100,0,Chile,34
2.8333333,2.8,2.8,2.8333333,5.857933,0,10,"Family owned, external CEO",,0,0,95,8,Chile,35
2.6666667,3.4000001,2.2,2.3333333,5.857933,,4,"Family owned, external CEO",,0,0,100,33,Chile,35
2.5,2.2,2.2,3,5.857933,,10,"Family owned, external CEO",,0,0,95,20,Chile,35
3.2222223,4,3.4000001,2.5,4.7449322,0,0,Private Individuals,Netherlands,1,0,100,10,Chile,30
2.8888888,3,3,2.8333333,5.2983174,10,10,Dispersed Shareholders,Belgium,1,0,100,10,Chile,30
2.9444444,3,3,2.6666667,5.2983174,15,10,Dispersed Shareholders,Belgium,1,0,100,4,Chile,30
3.1666667,3.4000001,3,3.1666667,5.1179938,30,10,Founder,,0,0,100,10,Chile,34
1.9444444,1.8,1.8,2,4.7874918,6,5,"Family owned, external CEO",,0,0,80,1,Chile,33
2.6111112,3,2.2,2.5,5.31812,80,5,Founder,,0,0,100,2,Chile,20
2.5,3.2,2.2,2.1666667,6.1092477,0,4,"Family owned, family CEO",,0,0,20,5,Chile,20
2,2.2,1.8,2.3333333,4.6051702,10,4,"Family owned, external CEO",,0,0,100,10,Chile,22
2.5,2.5999999,2.2,2.6666667,6.2728772,0,7,Private Individuals,,0,0,66,3,Chile,28
2.2777777,2.5999999,2,2.1666667,6.2728772,0,8,"Family owned, family CEO",,0,0,70,5,Chile,28
3.2777777,3.4000001,3.4000001,3.1666667,5.0106354,10,10,"Family owned, family CEO",,0,0,67,5,Chile,30
3.4444444,3.4000001,3.4000001,3.6666667,6.0637851,20,10,Private Individuals,,0,0,80,10,Chile,30
1.9444444,2.2,2,2,5.1357985,23,5,Founder,,0,0,10,0,Chile,37
2,2.4000001,1.6,1.8333334,5.480639,10,5,Founder,,0,0,0,2,Chile,30
2,2,2,1.8333334,5.480639,10,10,Founder,,0,0,30,10,Chile,30
3.5555556,3.8,3.8,3,6.3969297,20,2,Dispersed Shareholders,Sweden,1,0,100,10,Chile,26
3.5,4,3.4000001,3,6.3969297,30,2,Dispersed Shareholders,Sweden,1,0,100,10,Chile,26
3.6666667,4.4000001,3.5999999,3,8.3428402,0,5,Dispersed Shareholders,Switzerland,1,0,100,4,Chile,20
3.6111112,4.1999998,3.5999999,3,8.3428402,5,5,Dispersed Shareholders,Switzerland,1,0,100,13,Chile,20
3.9444444,4.4000001,4.1999998,3.5,8.3428402,70,5,Dispersed Shareholders,Switzerland,1,0,100,14,Chile,20
4,4.1999998,3.8,4,8.3428402,5,10,Dispersed Shareholders,Switzerland,1,0,100,15,Chile,20
3.5555556,4.1999998,3.8,2.6666667,8.3428402,45,10,Dispersed Shareholders,Switzerland,1,0,100,10,Chile,20
2,3,1.8,1.1666666,4.6051702,25,2,Founder,,0,0,20,0,Chile,38
3.1111112,3.5999999,3.2,2.5,6.0637851,10,6,Private Individuals,Chile,0,1,100,13,Chile,26
3.0555556,3.8,3.2,2.3333333,5.3936276,20,5,Dispersed Shareholders,UK,1,0,100,25,Chile,35
2.3888888,2.4000001,1.6,2.8333333,5.0106354,,3,"Family owned, family CEO",,0,0,95,0,Chile,36
1.8333334,2,1.4,2.3333333,6.0402546,0,3,"Family owned, family CEO",,0,0,100,,Chile,25
3.1111112,3.4000001,3.4000001,2.8333333,5.2983174,85,10,Private Individuals,Spain,1,0,100,0,Chile,20
1.3333334,1.4,1,1.1666666,5.2983174,5,4,Founder,,0,0,55,2,Chile,32
2.2777777,2.5999999,2.2,2.5,5.7037826,0,10,Founder,,0,0,20,5,Chile,31
2,2.4000001,1.8,1.6666666,5.521461,5,10,Dispersed Shareholders,,0,0,100,20,Chile,28
3.6666667,3.5999999,3.5999999,3.6666667,5.7430034,,3,"Family owned, external CEO",Chile,0,1,100,30,Chile,28
2.8888888,3,2.8,3,6.3561077,40,10,Other,Germany,1,0,100,2,Chile,28
3.2222223,3.4000001,3,3.1666667,4.7874918,30,2,Founder,,0,0,100,0,Chile,37
2.8333333,3,2.8,2.6666667,5.9914646,100,7,"Family owned, family CEO",,0,0,80,0,Chile,20
2.0555556,2.2,2,2.3333333,5.480639,0,2,"Family owned, family CEO",,0,0,50,5,Chile,34
2.5555556,2.8,2.4000001,2.3333333,5.480639,0,1,"Family owned, family CEO",,0,0,75,10,Chile,34
3.6666667,4,4,3.1666667,5.220356,98,10,Dispersed Shareholders,Canada,1,0,100,70,Chile,28
3.3333333,3.8,3.4000001,2.8333333,5.0238805,15,10,Dispersed Shareholders,Belgium,1,0,60,4,Chile,20
2.1111112,2.5999999,2,2.1666667,4.6051702,20,10,Founder,,0,0,50,5,Chile,23
3.7777777,4.4000001,3.4000001,3.3333333,6.7719355,0,1,Private Individuals,Netherlands,1,0,100,50,Chile,20
3.7222223,4.1999998,4,3.1666667,5.8861041,0,10,Private Individuals,Netherlands,1,0,100,20,Chile,20
3.9444444,4.4000001,4,3.3333333,6.7719355,0,5,Private Individuals,Netherlands,1,0,100,3,Chile,20
2.8888888,3.8,2.2,2.5,5.0751739,20,4,Founder,,0,0,75,2,Chile,30
2.7777777,3,2.5999999,2.6666667,6.0161572,10,6,"Family owned, family CEO",,0,0,100,5,Chile,23
2.5555556,2.8,2,2.5,6.0161572,20,10,Private Individuals,,0,0,100,5,Chile,23
2.3888888,2.2,2.2,2.6666667,5.6347895,5,2,"Family owned, family CEO",,0,0,100,5,Chile,28
2.1666667,3.4000001,1.4,1.6666666,5.2257466,0,4,Private Individuals,,0,0,100,0,Chile,32
2.7222223,3.2,2.4000001,2.5,5.2257466,5,2,Private Individuals,,0,0,100,10,Chile,32
3.0555556,3.5999999,3.2,2.3333333,7.495542,95,4,Private Individuals,,0,0,100,,Chile,20
2.6666667,3.2,2.4000001,2.5,5.6347895,60,4,Founder,,0,0,90,15,Chile,30
2.8888888,2.8,2.8,3,4.7004805,40,4,Founder,,0,0,100,6,Chile,30
3.8333333,3.8,4,3.8333333,7.2442274,100,4,Founder,Chile,0,1,100,1,Chile,20
2.6111112,3,2.4000001,2.5,5.9914646,,5,Founder,,0,0,100,70,Chile,20
3.2222223,3.8,3,3,4.9416423,30,10,Dispersed Shareholders,,0,0,100,15,Chile,28
2.6111112,2.4000001,2.5999999,2.8333333,5.9914646,1,4,Private Individuals,,0,0,70,1,Chile,26
2.9444444,3.4000001,2.5999999,2.8333333,5.1929569,2,10,Founder,,0,0,100,25,Chile,28
2.2222223,2.8,1.4,2.3333333,5.7525725,10,10,Dispersed Shareholders,Chile,0,1,50,50,Chile,23
1.9444444,2,1.8,2.3333333,6.9077554,100,10,Founder,,0,0,100,10,Chile,20
3.5555556,4.1999998,3.5999999,2.6666667,7.1701198,100,3,Government,,0,0,57,10,Chile,37
2.5555556,2.4000001,2.4000001,2.6666667,5.1239638,25,3,Private Individuals,,0,0,100,5,Chile,33
2.6666667,3,2.4000001,2.6666667,4.9416423,15,3,Other,Belgium/Uk,1,0,100,10,Chile,34
2.9444444,3,2.4000001,3.1666667,6.3969297,5,10,Dispersed Shareholders,Chile,0,1,100,2,Chile,23
2.5555556,2.4000001,2.5999999,2.6666667,6.3969297,10,10,Dispersed Shareholders,Chile,0,1,100,5,Chile,23
2.5555556,2.8,2,2.8333333,4.7874918,0,4,Founder,,0,0,70,50,Chile,25
2.8888888,2.5999999,3,3.1666667,5.9914646,99,10,Private Equity,Norway,1,0,66,5,Chile,20
1.7222222,2.4000001,1.8,1.3333334,5.0106354,92,10,Founder,,0,0,10,20,Chile,20
2.8333333,3,2.8,3,4.9416423,10,1,Founder,,0,0,80,6,Chile,30
2.7777777,3,2.8,2.6666667,5.6347895,20,5,Private Individuals,,0,0,100,11,Chile,20
2.2777777,2.4000001,1.8,2.5,5.2983174,5,8,Founder,,0,0,100,10,Chile,35
2.9444444,3.4000001,2.5999999,2.8333333,5.1119876,30,10,"Family owned, family CEO",,0,0,100,6,Chile,34
2.9444444,3.4000001,3.4000001,2.3333333,5.1119876,20,10,"Family owned, family CEO",,0,0,100,2,Chile,34
3.7222223,4,4.1999998,3.1666667,7.0900769,90,3,Dispersed Shareholders,Chile,0,1,100,35,Chile,20
2.2777777,2.5999999,2.2,2,5.4380794,,10,Founder,,0,0,100,20,Chile,28
2.6666667,2.5999999,2.8,2.5,5.7037826,0,1,Dispersed Shareholders,US,1,0,80,20,Chile,28
3.3888888,3.5999999,3.5999999,3,5.2983174,,10,Dispersed Shareholders,US,1,0,100,33,Chile,28
3.7777777,4,3.8,3.3333333,4.6051702,0,1,Dispersed Shareholders,US,1,0,100,60,Chile,28
4.1111112,4.4000001,4,4,4.6051702,20,1,Dispersed Shareholders,US,1,0,100,60,Chile,28
2.9444444,3,2.8,3,4.7621741,100,10,Private Individuals,,0,0,100,10,Chile,20
3.2777777,3.8,3,3,5.2470241,15,10,Private Individuals,Cayman Islands,1,0,90,25,Chile,30
2.8333333,2.8,3,2.6666667,4.8675346,90,10,Private Individuals,,0,0,100,11,Chile,24
3.0555556,3.2,3.4000001,3,7.0900769,35,10,Dispersed Shareholders,,0,0,100,20,Chile,20
3.7777777,3.8,4,3.8333333,6.5147128,0,10,"Family owned, family CEO",,0,0,100,12,Chile,35
3.3888888,3.4000001,3.5999999,3.1666667,6.5147128,5,10,"Family owned, family CEO",,0,0,100,12,Chile,35
2.7222223,3.5999999,2.4000001,2.3333333,6.2146082,0,6,Private Individuals,Chile,0,1,100,5,Chile,26
3.0555556,3.5999999,2.5999999,2.8333333,5.5333896,0,10,Dispersed Shareholders,,0,0,100,15,Chile,26
3,3.8,2.5999999,2.8333333,5.5333896,0,5,Dispersed Shareholders,,0,0,100,20,Chile,26
2.0555556,2.4000001,2,1.6666666,5.521461,92,10,"Family owned, family CEO",,0,0,50,0,Chile,20
3.1666667,3.2,3.2,3,5.3936276,6,3,Dispersed Shareholders,Netherlands,1,0,100,70,Chile,20
2.6111112,2.8,2.2,2.8333333,6.0161572,80,5,"Family owned, external CEO",Korea,1,0,100,1,Chile,24
2.6111112,3.4000001,1.8,2.8333333,7.1147695,0,10,Other,Chile,0,1,100,3,Chile,20
3,3.4000001,3,2.6666667,5.0751739,99,3,Private Individuals,Spain,1,0,80,8,Chile,20
3,3.2,3,3,6.5220928,100,10,Managers,Switzerland,1,0,100,15,Chile,33
3.3333333,3.5999999,3.2,3.3333333,5.0562458,0,5,Private Equity,Germany,1,0,100,5,Chile,38
2.2777777,2.8,1.8,2.1666667,5.7037826,100,5,Founder,,0,0,100,5,Chile,20
2.4444444,3,2,2.3333333,4.9416423,7,10,"Family owned, family CEO",,0,0,100,3,Chile,33
1.8888888,2,1.6,2.3333333,4.6051702,0,1,Founder,Argentina,1,0,100,60,Chile,36
3.2777777,3.8,3.4000001,2.6666667,5.2983174,80,6,Private Individuals,,0,0,100,30,Chile,20
3.4444444,3.5999999,3.5999999,3.3333333,6.4345465,85,7,Private Individuals,Chile,0,1,100,6,Chile,26
2.2777777,2.2,2.4000001,2.3333333,6.1737862,30,2,Private Individuals,Netherlands,1,0,100,15,Chile,34
2.6111112,3,2.5999999,2.1666667,6.1737862,25,2,Private Individuals,Netherlands,1,0,100,15,Chile,34
3.3888888,4.1999998,3.4000001,2.5,4.9272537,3,8,Dispersed Shareholders,Switzerland,1,0,100,28,Chile,28
3.4444444,3.2,3.5999999,3.6666667,5.768321,0,10,"Family owned, family CEO",Chile,0,1,86,1,Chile,35
3.0555556,3.4000001,2.5999999,2.8333333,6.5930448,0,2,Private Individuals,Chile,0,1,95,25,Chile,26
3.1666667,3.5999999,2.8,3,6.5930448,0,2,Private Individuals,Chile,0,1,100,20,Chile,26
2.4444444,2.5999999,2.8,1.8333334,7.3132205,99,10,Private Individuals,Chile,0,1,70,20,Chile,20
3.0555556,3.4000001,3,2.6666667,5.857933,60,10,Private Individuals,,0,0,100,5,Chile,39
4,4.4000001,4,3.6666667,7.3132205,27,5,Private Individuals,Argentina,1,0,100,12,Chile,20
3.6666667,4.1999998,3.8,3,7.3132205,30,5,Private Individuals,Argentina,1,0,100,10,Chile,20
3.6111112,4.1999998,3.4000001,3.1666667,5.6903596,75,4,Dispersed Shareholders,Chile,0,1,100,12,Chile,28
3.1111112,3.4000001,3.2,2.6666667,5.5984221,11,9,"Family owned, family CEO",,0,0,100,10,Chile,28
2.5,2.8,2.4000001,2.8333333,6.2146082,25,10,Founder,,0,0,33,1,Chile,24
3.3333333,3.4000001,4,3,4.9416423,3,7,Private Individuals,Chile,0,1,100,12,Chile,33
2.3333333,2.5999999,2.8,1.8333334,5.0106354,90,5,"Family owned, family CEO",,0,0,100,5,Chile,20
2.5555556,3.4000001,2.5999999,1.8333334,6.3099184,60,3,Founder,,0,0,100,3,Chile,25
1.8333334,1.4,1.8,2,4.8040209,0,5,Private Individuals,,0,0,100,0,Chile,31
1.8888888,1.8,1.6,2,4.8040209,0,10,Private Individuals,,0,0,100,0,Chile,31
